Taxi_dist,Market_dist,Hospital_dist,Carpet_area,Builtup_area,Parking_type,City_type,Rainfall,Price_house
7300,12541,13715,1009,1202,No Parking,CAT C,330,4160000
4619,10768,11787,1624,1946,Covered,CAT C,870,2027000
10773,12323,16823,1612,1931,Open,CAT B,790,6006000
11124,8732,14790,1498,1805,Open,CAT A,1270,8227000
10489,12274,13086,946,1125,No Parking,CAT B,590,2917000
8270,14406,15231,1563,1872,No Parking,CAT A,1080,6842000
5985,12402,11559,1664,2016,Open,CAT B,830,5913000
4955,12586,14979,1619,1947,Covered,CAT A,910,7433000
9188,13997,14768,1433,1722,Open,CAT A,830,7708000
11801,11283,14728,1241,1489,Not Provided,CAT A,1380,7625000
9006,13952,14368,1429,1720,Open,CAT A,1180,5954000
9667,12214,14277,1241,1488,Not Provided,CAT A,770,5469000
3605,11017,12447,1078,1306,Not Provided,CAT A,680,8436000
8846,11995,12883,1690,2065,Not Provided,CAT B,910,5142000
6976,13119,13556,1289,1536,No Parking,CAT A,540,6512000
8050,11347,13218,1581,1894,No Parking,CAT C,760,4938000
5760,8577,9947,1608,1945,Not Provided,CAT B,760,3783000
11209,10016,14328,1344,1608,Open,CAT C,730,3598000
7739,13750,14696,1513,1804,Not Provided,CAT A,430,6919000
5761,7680,10875,1529,1839,Open,CAT B,1000,5059000
3702,7220,12065,1677,2014,Open,CAT A,660,6080000
7570,11481,13873,1015,1229,Not Provided,CAT C,930,3118000
7804,14219,12142,1438,1751,Open,CAT A,760,7779000
8283,11709,15284,1426,1718,No Parking,CAT C,370,4757000
8451,11465,12406,1412,1701,Not Provided,CAT A,630,6913000
6666,10531,12005,1622,1944,Covered,CAT A,360,7597000
12337,13653,15193,1503,1791,Open,CAT C,630,6835000
7188,12268,12783,1501,1789,Open,CAT C,670,4168000
10632,14276,13109,1971,2342,Covered,CAT B,690,8656000
11310,12783,15627,1383,1687,Open,CAT A,830,8139000
6745,5772,9747,1371,1635,Covered,CAT A,720,5073000
8645,10897,15845,1508,1823,No Parking,CAT A,520,7129000
6714,7862,10067,1057,1284,Open,CAT A,750,7011000
8351,11696,13422,1411,1680,Covered,CAT A,1070,6159000
7673,12311,13146,1466,1746,Covered,CAT C,590,6937000
9792,10755,15681,1545,1888,Covered,CAT B,600,6711000
11255,9174,16617,2044,2408,Not Provided,CAT B,380,8202000
8148,12093,13164,1887,2264,Not Provided,CAT C,830,6205000
8168,15365,15215,1505,1836,Open,CAT C,940,6173000
9545,9831,12811,1422,1722,Open,CAT C,560,5866000
7550,11193,13279,1564,1869,Covered,CAT B,1030,5337000
8707,14403,13703,1510,1810,No Parking,CAT C,730,3970000
5632,9765,9859,1568,1920,Not Provided,CAT C,890,5375000
4778,9811,11385,1933,2338,Not Provided,CAT B,1140,4473000
5222,8952,11776,1501,1822,No Parking,CAT B,590,4935000
10014,11682,13425,1593,1911,Open,CAT B,580,4334000
14637,15127,14763,1812,2189,No Parking,CAT A,310,7809000
7903,7881,11860,1580,1895,Open,CAT B,720,5495000
12359,13926,15304,1440,1749,Not Provided,CAT A,490,7553000
9751,10544,12888,1100,1331,No Parking,CAT B,1010,5733000
5947,8114,11272,1534,1841,Covered,CAT A,680,8793000
10809,12539,15552,1299,1555,Not Provided,CAT B,1020,5685000
12389,12020,17056,1767,2121,No Parking,CAT A,1050,7843000
5598,12246,10900,1368,1649,Not Provided,CAT B,740,6366000
5539,13503,11421,1393,1670,Covered,CAT A,410,6296000
10370,11615,14419,1327,1590,Open,CAT A,770,8187000
8128,14461,15753,1514,1794,Covered,CAT B,1400,5482000
7288,9560,12531,1989,2414,No Parking,CAT A,860,11632000
9823,13861,14579,1334,1584,Not Provided,CAT B,840,5720000
5351,6435,12231,1533,1817,Covered,CAT A,950,8436000
6685,10345,8646,1809,2145,Not Provided,CAT B,940,3653000
9329,11050,12306,1607,1933,Not Provided,CAT A,930,8126000
13823,16489,17178,1165,1387,Not Provided,CAT A,1060,8235000
7431,11293,10991,1193,1430,Covered,CAT A,560,8083000
8759,12879,13776,1709,2065,No Parking,CAT C,670,3061000
9420,13980,13290,1525,1839,No Parking,CAT B,540,5131000
7846,7486,12195,1348,1623,No Parking,CAT A,1010,7294000
,,7966,1345,1626,Open,CAT A,820,7821000
5038,14034,11450,1132,1366,Covered,CAT B,1340,5245000
5059,7402,10629,1667,2020,Not Provided,CAT A,980,6607000
8012,5276,11844,1427,1720,No Parking,CAT B,630,4319000
4079,8940,9831,1211,1447,Open,CAT B,1110,4073000
8406,12039,13144,1717,2048,Not Provided,CAT A,700,7853000
7408,9188,12475,1766,2111,No Parking,CAT A,580,9469000
7468,16525,15383,1086,1299,No Parking,CAT B,1050,4440000
10985,13935,16737,1410,1692,Open,CAT A,790,7380000
5481,13129,12275,1476,1760,Not Provided,CAT B,600,3739000
6750,10899,11479,1068,1278,Open,CAT A,440,6412000
5874,10389,8292,1485,1785,Not Provided,CAT A,1340,6616000
5627,13099,10068,1461,1739,Covered,CAT C,1250,2231000
3844,9029,8292,1685,2010,Open,CAT C,990,6238000
9209,10610,13222,1624,1958,Open,CAT A,290,6385000
7290,8691,10953,1658,2000,Not Provided,CAT C,350,3621000
8729,9922,11314,1427,1677,Not Provided,CAT B,210,5459000
8861,10181,15112,1755,2072,No Parking,CAT B,810,6961000
6497,12467,12711,1211,1472,Open,CAT B,790,6539000
4697,6004,10759,1591,1896,Open,CAT A,780,7813000
8503,6922,10746,1797,2126,Open,CAT B,730,5571000
12135,10244,15410,1519,1823,Open,CAT A,1040,6921000
8510,10041,13369,1637,1958,Open,CAT A,760,5994000
9597,10662,11556,1451,1750,Not Provided,CAT A,570,7255000
9175,11210,14991,1203,1446,Open,CAT B,620,4426000
5640,8331,12309,1884,2262,Open,CAT A,310,5691000
11607,14783,16502,1540,1820,Not Provided,CAT B,310,8239000
7384,9611,9463,1121,1332,Not Provided,CAT A,790,5459000
10847,12430,15104,1307,1562,No Parking,CAT A,490,6999000
4984,9442,11597,1475,1775,Covered,CAT B,230,7274000
5171,10686,12522,1160,1401,Open,CAT B,900,3536000
11232,10818,16408,1078,1276,Not Provided,CAT A,640,9437000
4229,7736,11164,1191,1436,Open,CAT B,840,4352000
10940,8714,12405,1317,1569,Covered,CAT C,780,3600000
8499,7295,13189,1548,1858,Not Provided,CAT A,480,9948000
9644,10754,13529,1560,1883,Open,CAT A,1040,8322000
6419,13341,9727,1297,1529,Covered,CAT B,870,5294000
10989,13153,13797,1645,1958,Covered,CAT B,530,9336000
13247,11126,16434,1225,1455,Open,CAT B,750,7359000
11487,12079,14156,1421,1704,Not Provided,CAT B,840,5384000
7015,10387,11876,1655,1956,Open,CAT B,800,4735000
8862,9304,14033,1615,1928,Covered,CAT A,660,6508000
7798,10244,11170,1872,2262,Open,CAT C,560,6205000
10300,11870,15364,1317,1581,Not Provided,CAT C,910,3002000
4101,13623,11261,1434,1729,No Parking,CAT B,480,4951000
10947,14084,16646,1791,2167,Open,CAT A,700,6432000
8701,8969,12290,932,1120,Covered,CAT B,660,3559000
5922,10858,11683,1609,1924,Covered,CAT C,1170,6305000
6868,11800,12496,1495,1793,Open,CAT B,1020,6530000
11041,11886,15799,1769,2153,Not Provided,CAT A,580,6956000
5913,7138,9401,1693,2032,Open,CAT C,610,4191000
10073,10474,13497,1247,1497,Open,CAT B,590,2833000
7091,9344,11297,1502,1815,No Parking,CAT C,190,5598000
11849,9005,14370,1360,1612,Open,CAT B,490,6108000
12973,15178,18836,1542,1844,Open,CAT B,680,5138000
7574,11711,15247,1631,1947,Open,CAT A,670,8441000
9085,12731,14181,1246,1482,Open,CAT B,1070,6068000
4301,11537,10992,1990,2384,Open,CAT B,1110,6469000
4203,7115,8579,967,1154,Open,CAT B,560,4578000
6753,14224,12767,1582,1894,Not Provided,CAT C,1100,4180000
7254,11059,14195,1430,1743,Open,CAT B,970,5323000
,,13717,1411,1684,Open,CAT B,1000,6713000
9173,11072,14919,1827,2160,No Parking,CAT B,930,3616000
6915,11441,13186,1118,1338,Open,CAT B,1040,4045000
9971,10233,16692,1766,2109,Open,CAT B,1120,5791000
9399,9367,15170,1799,2173,Not Provided,CAT C,910,3628000
10130,12675,16231,1167,1411,Not Provided,CAT C,440,3919000
8627,12260,14990,1493,1795,Not Provided,CAT B,530,6238000
10496,13162,14686,1445,1734,Open,CAT B,900,2147000
9258,9702,15077,1033,1237,Open,CAT C,740,3461000
6728,9506,13849,1440,1711,Covered,CAT A,1020,8812000
5262,9483,11328,1487,1773,Open,CAT B,970,5919000
7730,7539,12454,1854,2205,No Parking,CAT C,890,3629000
1241,6690,6422,1748,2086,Not Provided,CAT B,550,5376000
6093,7010,9201,1937,2310,Open,CAT A,520,6630000
8274,11673,13345,1641,1999,Covered,CAT B,950,9300000
10247,11917,14754,1659,1999,Covered,CAT A,650,6566000
4244,9371,7845,1743,2061,Open,CAT B,860,8193000
5097,4574,9365,1449,1733,Covered,CAT C,320,6006000
4917,7983,8409,1098,1309,No Parking,CAT A,860,5953000
6365,12640,13601,1121,1351,Open,CAT C,900,4638000
5951,9976,9312,1526,1858,Open,CAT A,550,7620000
8074,11854,13745,1358,1645,Not Provided,CAT C,770,5686000
8985,14620,15158,1336,1616,Open,CAT B,710,8662000
5217,9329,10885,1502,1802,No Parking,CAT B,840,4973000
8541,12045,14243,1534,1858,Open,CAT A,860,8837000
7067,10289,15577,1418,1699,No Parking,CAT B,870,4916000
5947,12991,10227,854,1018,Not Provided,CAT A,660,7774000
7374,11516,14480,1450,1728,Not Provided,CAT C,930,3856000
9404,11783,13882,1474,1776,No Parking,CAT A,1020,5199000
11446,12213,16569,1524,1819,Open,CAT C,1190,3997000
7805,9491,13544,1361,1638,Open,CAT B,1140,4604000
7684,7671,13192,1398,1683,Open,CAT B,490,4950000
7646,11556,12778,1085,1308,Open,CAT B,1170,7667000
8618,10717,12286,1660,1979,Covered,CAT C,480,7580000
8104,10396,15870,1648,2017,No Parking,CAT A,930,8172000
11243,10747,15220,1453,1749,Covered,CAT B,890,5844000
11436,11270,15073,1323,1591,Not Provided,CAT A,680,8572000
12794,11457,16229,1385,1643,No Parking,CAT C,740,7094000
12095,9405,14191,1250,1506,Covered,CAT B,990,6242000
9585,14223,15252,1389,1683,No Parking,CAT B,680,5688000
12262,12066,13268,1486,1758,Not Provided,CAT A,820,10182000
7376,12607,11282,1655,1993,Not Provided,CAT A,440,8689000
14470,14517,18178,1645,1963,Open,CAT C,900,4730000
10178,7223,14855,1464,1771,No Parking,CAT C,1080,3127000
10532,12849,17962,1197,1428,Not Provided,CAT B,830,6541000
,,11806,1467,1726,No Parking,CAT B,530,7503000
7089,11023,13672,1878,2264,Not Provided,CAT A,310,5420000
6944,12427,12710,1150,1378,Not Provided,CAT A,730,6739000
4937,9926,12712,1562,1881,Open,CAT B,740,5453000
9240,9365,13101,1596,1939,Not Provided,CAT A,960,7976000
8055,7191,12428,1119,1345,Not Provided,CAT A,790,7806000
8872,12192,14561,1116,1347,Open,CAT A,700,7408000
8284,13014,14525,1934,2349,Open,CAT C,750,5299000
6710,11558,12516,1299,1540,No Parking,CAT A,590,7058000
11033,9554,16471,1417,1689,No Parking,CAT C,570,3431000
8603,11358,12631,1235,1503,Covered,CAT A,660,7416000
8975,12811,15983,1497,1815,Not Provided,CAT B,700,5919000
5076,12426,13916,1430,1704,Not Provided,CAT C,1070,4337000
8016,11723,14084,1537,1877,Open,CAT C,660,1767000
10888,12334,13248,1444,1742,Covered,CAT B,840,5671000
11162,17227,15805,1477,1798,No Parking,CAT C,850,5982000
8221,10396,12215,1041,1246,Open,CAT C,600,3619000
,,,,,Open,CAT A,440,30000
3228,9427,8678,1226,1472,No Parking,CAT A,710,6044000
6477,12491,12168,1489,1783,Open,CAT A,450,7530000
5736,8874,9142,1549,1871,Covered,CAT B,740,7408000
7404,8906,8603,1073,1280,Open,CAT C,1240,6044000
3003,7425,8635,1473,1785,Open,CAT A,570,8072000
8912,8622,12611,2013,2396,Open,CAT C,580,4706000
4035,5870,10523,1975,2368,Covered,CAT A,450,8683000
8995,10230,13308,1561,1877,Covered,CAT A,790,5679000
5424,6768,10459,1427,1723,Not Provided,CAT A,1040,6709000
7223,14785,15856,1441,1747,Not Provided,CAT C,670,4437000
8130,11848,13787,1275,1548,Open,CAT A,370,8297000
9054,10247,13668,1574,1876,Not Provided,CAT A,620,5623000
8606,14626,14267,1511,1791,No Parking,CAT B,1010,5376000
10896,12078,13838,1428,1713,No Parking,CAT C,550,5539000
8085,14677,14071,1388,1672,Open,CAT A,800,7350000
8574,13442,14039,1057,1280,Covered,CAT C,610,4105000
7921,9155,13610,1440,1747,Covered,CAT B,1090,6732000
7929,13867,14846,1349,1610,Open,CAT B,700,6589000
12772,16247,17250,1536,1808,Open,CAT C,830,5638000
11719,11627,16141,2019,2420,Not Provided,CAT B,850,8567000
7256,6832,11747,1236,1508,Covered,CAT B,1260,7083000
8441,10093,13715,1436,1715,Open,CAT B,1030,4818000
8607,8125,10064,1862,2248,Not Provided,CAT B,1160,5191000
8598,5134,9461,1200,1442,Not Provided,CAT C,880,4432000
8952,10380,13594,1360,1650,No Parking,CAT A,420,5894000
10180,11465,14967,1722,2078,Open,CAT A,770,7361000
7613,12937,12438,1577,1902,No Parking,CAT C,910,5406000
8681,13158,15062,1850,2214,Covered,CAT A,1110,8500000
3286,10258,10623,1447,1730,Covered,CAT C,510,4903000
6233,11562,9659,1496,1800,Not Provided,CAT A,780,6330000
11977,9765,13321,1679,2008,Open,CAT A,790,8430000
8826,7816,15012,994,1194,Open,CAT A,1090,8139000
10410,13110,16559,1354,1635,Covered,CAT A,1270,9590000
12189,13518,17420,1762,,Covered,CAT A,790,8214000
9418,9913,14103,1597,1918,Open,CAT A,1260,7183000
8740,10899,13447,1873,2252,Covered,CAT C,330,7931000
9847,12288,15977,1218,1459,Open,CAT A,540,8789000
8339,9392,10785,1458,1746,Not Provided,CAT C,720,4861000
9721,10530,14692,1546,1860,Covered,CAT A,670,7316000
6988,11932,12292,1608,1962,Open,CAT B,770,3628000
4494,9538,10227,1822,2160,Open,CAT B,860,4972000
8216,11665,12694,1716,2038,Not Provided,CAT B,410,4440000
146,1666,3227,1072,1296,Open,CAT C,900,4759000
10550,15272,16738,1330,1604,Open,CAT C,480,5146000
4894,7778,11048,1588,1892,Open,CAT C,540,5775000
9154,10416,16288,1425,1733,Open,CAT B,760,6600000
7756,9038,10210,1778,2133,Open,CAT B,280,4595000
10662,12056,16089,1363,1630,Open,CAT C,1120,5390000
4385,7297,9569,1609,1928,Not Provided,CAT C,160,3792000
3284,7836,9240,1671,2024,Not Provided,CAT B,620,6310000
10593,10246,15143,1379,1636,No Parking,CAT C,440,3677000
12181,15244,16983,1218,1452,Covered,CAT C,870,4391000
5663,11526,9346,1724,2101,Open,CAT B,900,6639000
3800,8105,9028,986,1179,Not Provided,CAT B,710,5916000
6486,4644,9312,1330,1606,Covered,CAT C,590,3851000
7216,12943,12133,1437,1725,Open,CAT B,910,4622000
7873,11161,13081,1327,1609,Open,CAT C,1320,4150000
5536,12153,11937,1304,,Open,CAT C,530,3195000
4966,8278,11349,1651,2009,Open,CAT B,1000,5816000
8062,9702,13106,1211,1462,Not Provided,CAT B,670,3853000
5000,12943,14131,1916,2277,Covered,CAT B,610,5588000
9858,11997,16321,1638,1937,Open,CAT A,1050,7094000
9855,11962,15007,1172,1413,Open,CAT B,480,5394000
9997,12349,13043,1350,1606,Covered,CAT A,770,4303000
11090,10120,14193,1528,1843,Covered,CAT C,340,5982000
5925,9388,9735,1305,1557,Covered,CAT B,580,5550000
10071,12531,16707,1463,1751,Not Provided,CAT B,900,4999000
9755,13857,15011,1409,1727,No Parking,CAT B,700,4298000
7234,11952,14681,1419,1743,Not Provided,CAT A,860,6597000
6916,7956,11608,1535,1819,No Parking,CAT A,540,5929000
8487,13020,15515,1474,1745,Not Provided,CAT A,970,6302000
13354,13720,14403,919,1099,Open,CAT B,1560,7381000
7315,14823,12817,2067,2492,Not Provided,CAT C,790,7023000
11751,12708,15442,1977,2362,No Parking,CAT B,1020,5995000
6189,12084,11926,1293,1558,Open,CAT A,790,7810000
8572,9942,14479,1477,1790,Open,CAT C,880,1637000
11103,12451,17711,1582,1906,Covered,CAT A,550,9264000
11581,11561,15935,1481,1789,Not Provided,CAT B,550,6354000
10396,14997,15491,1214,1455,Covered,CAT A,950,8722000
7647,7118,8842,1206,1460,No Parking,CAT B,810,4199000
9866,10124,14776,1653,1982,Covered,CAT A,390,7941000
10191,9752,14157,1152,1393,Not Provided,CAT B,860,5438000
8320,11644,12967,1458,1757,Not Provided,CAT A,850,5860000
6096,8908,12009,1249,1510,Open,CAT B,660,4895000
6630,10006,10402,1939,2333,Not Provided,CAT B,830,4067000
6208,10158,11935,1591,1919,Not Provided,CAT B,640,5234000
5243,7079,8592,1180,1397,Open,CAT C,750,3914000
10208,12161,16663,1846,2195,Open,CAT C,1170,4109000
8475,8742,12781,780,951,Covered,CAT C,790,2560000
11805,13503,16890,1565,1854,Open,CAT A,900,10090000
11304,17958,19046,1648,1959,No Parking,CAT A,370,7708000
7767,13460,9901,1775,2104,Covered,CAT A,980,10515000
12834,11668,17029,1439,1732,Open,CAT A,1170,8058000
6171,5639,10068,1487,1776,Not Provided,CAT C,800,4623000
10172,12781,14850,1800,2158,Open,CAT A,1100,9826000
7821,14264,15354,1690,2024,Not Provided,CAT A,1070,7593000
11264,12005,13876,1209,1452,Open,CAT C,830,5205000
7124,11688,12853,1859,2222,Covered,CAT A,1210,8700000
4775,6455,7672,1691,2023,No Parking,CAT B,540,6027000
8650,11399,11434,1259,1493,Open,CAT A,100,8827000
7550,12641,14060,1771,2138,Not Provided,CAT B,820,5782000
8979,10075,13734,1205,1468,Open,CAT B,1210,6121000
9652,9102,12608,1792,2131,No Parking,CAT A,810,7642000
,,13077,1581,1889,Open,CAT C,970,6029000
8929,12396,12930,1263,1516,Covered,CAT A,780,7098000
9866,11461,15834,1344,1605,No Parking,CAT A,1160,7674000
10022,12911,16307,1819,2187,Not Provided,CAT B,590,4792000
6741,11479,11152,1357,1625,Open,CAT A,1140,5216000
10840,11137,15466,1396,1673,Open,CAT C,690,3274000
9205,10418,14496,1118,1337,Open,CAT A,560,7227000
9538,11551,12839,1655,1986,Covered,CAT B,1150,7743000
11786,13969,15519,1156,1398,Open,CAT A,140,9237000
9615,7904,12521,1451,1734,Open,CAT C,670,3488000
7176,5779,12382,1539,1829,Open,CAT B,650,4658000
10915,17486,15964,1549,1851,Not Provided,CAT C,1220,7062000
12176,8518,15673,1582,1910,Covered,CAT C,1080,6639000
7214,8717,10553,1387,1663,Open,CAT A,850,8208000
7423,11708,13220,1200,1436,Open,CAT A,1060,7644000
15082,14700,19617,1299,1560,Open,CAT B,770,9661000
9297,12537,14418,1174,1429,Covered,CAT C,1110,5434000
